"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/01/01","18:24","-0.076","-","0.215"
"2022/01/01","18:30","-0.066","-","0.218"
"2022/01/01","18:36","-0.055","-","0.222"
"2022/01/01","18:42","-0.043","-","0.221"
"2022/01/01","18:48","-0.031","-","0.209"
"2022/01/01","18:54","-0.017","-","0.232"
"2022/01/01","19:00","-0.002","-","0.261"
"2022/01/01","19:06","0.014","-","0.282"
"2022/01/01","19:12","0.031","-","0.276"
"2022/01/01","19:18","0.05","-","0.306"
"2022/01/01","19:24","0.069","-","0.337"
"2022/01/01","19:30","0.089","-","0.356"
"2022/01/01","19:36","0.111","-","0.368"
"2022/01/01","19:42","0.133","-","0.387"
"2022/01/01","19:48","0.157","-","0.419"
"2022/01/01","19:54","0.182","-","0.44"
"2022/01/01","20:00","0.208","-","0.485"
"2022/01/01","20:06","0.235","-","0.51"
"2022/01/01","20:12","0.263","-","0.553"
"2022/01/01","20:18","0.292","-","0.595"
"2022/01/01","20:24","0.322","-","0.627"
"2022/01/01","20:30","0.352","-","0.671"
"2022/01/01","20:36","0.384","-","0.71"
"2022/01/01","20:42","0.416","-","0.75"
"2022/01/01","20:48","0.448","-","0.787"
"2022/01/01","20:54","0.481","-","0.831"
"2022/01/01","21:00","0.515","-","0.862"
"2022/01/01","21:06","0.549","-","0.916"
"2022/01/01","21:12","0.583","-","0.97"
"2022/01/01","21:18","0.617","-","0.991"
"2022/01/01","21:24","0.651","-","1.032"
"2022/01/01","21:30","0.685","-","1.091"
"2022/01/01","21:36","0.718","-","1.124"
"2022/01/01","21:42","0.751","-","1.148"
"2022/01/01","21:48","0.783","-","1.197"
"2022/01/01","21:54","0.815","-","1.24"
"2022/01/01","22:00","0.845","-","1.268"
"2022/01/01","22:06","0.875","-","1.303"
"2022/01/01","22:12","0.903","-","1.323"
"2022/01/01","22:18","0.93","-","1.331"
"2022/01/01","22:24","0.955","-","1.349"
"2022/01/01","22:30","0.979","-","1.378"
"2022/01/01","22:36","1.001","-","1.405"
"2022/01/01","22:42","1.022","-","1.421"
"2022/01/01","22:48","1.04","-","1.42"
"2022/01/01","22:54","1.056","-","1.416"
"2022/01/01","23:00","1.07","-","1.43"
"2022/01/01","23:06","1.082","-","1.444"
"2022/01/01","23:12","1.092","-","1.448"
"2022/01/01","23:18","1.099","-","1.439"
"2022/01/01","23:24","1.104","-","1.449"
"2022/01/01","23:30","1.106","-","1.456"
"2022/01/01","23:36","1.106","-","1.459"
"2022/01/01","23:42","1.104","-","1.448"
"2022/01/01","23:48","1.099","-","1.425"
"2022/01/01","23:54","1.092","-","1.42"
"2022/01/02","00:00","1.082","-","1.411"
"2022/01/02","00:06","1.07","-","1.396"
"2022/01/02","00:12","1.056","-","1.374"
"2022/01/02","00:18","1.039","-","1.36"
"2022/01/02","00:24","1.021","-","1.321"
"2022/01/02","00:30","1","-","1.308"
"2022/01/02","00:36","0.976","-","1.287"
"2022/01/02","00:42","0.951","-","1.239"
"2022/01/02","00:48","0.925","-","1.211"
"2022/01/02","00:54","0.896","-","1.193"
"2022/01/02","01:00","0.865","-","1.15"
"2022/01/02","01:06","0.833","-","1.128"
"2022/01/02","01:12","0.8","-","1.089"
"2022/01/02","01:18","0.765","-","1.031"
"2022/01/02","01:24","0.729","-","1.001"
"2022/01/02","01:30","0.692","-","0.98"
"2022/01/02","01:36","0.655","-","0.944"
"2022/01/02","01:42","0.616","-","0.899"
"2022/01/02","01:48","0.577","-","0.862"
"2022/01/02","01:54","0.537","-","0.846"
"2022/01/02","02:00","0.498","-","0.827"
"2022/01/02","02:06","0.458","-","0.796"
"2022/01/02","02:12","0.418","-","0.748"
"2022/01/02","02:18","0.378","-","0.713"
"2022/01/02","02:24","0.339","-","0.69"
"2022/01/02","02:30","0.3","-","0.661"
"2022/01/02","02:36","0.262","-","0.604"
"2022/01/02","02:42","0.225","-","0.565"
"2022/01/02","02:48","0.189","-","0.547"
"2022/01/02","02:54","0.153","-","0.5"
"2022/01/02","03:00","0.12","-","0.478"
"2022/01/02","03:06","0.087","-","0.471"
"2022/01/02","03:12","0.056","-","0.426"
"2022/01/02","03:18","0.027","-","0.399"
"2022/01/02","03:24","-0.001","-","0.385"
"2022/01/02","03:30","-0.026","-","0.32"
"2022/01/02","03:36","-0.051","-","0.31"
"2022/01/02","03:42","-0.073","-","0.311"
"2022/01/02","03:48","-0.093","-","0.272"
"2022/01/02","03:54","-0.111","-","0.277"
"2022/01/02","04:00","-0.128","-","0.249"
"2022/01/02","04:06","-0.142","-","0.235"
"2022/01/02","04:12","-0.155","-","0.21"
"2022/01/02","04:18","-0.166","-","0.209"
"2022/01/02","04:24","-0.174","-","0.186"
"2022/01/02","04:30","-0.182","-","0.179"
"2022/01/02","04:36","-0.187","-","0.137"
"2022/01/02","04:42","-0.191","-","0.214"
"2022/01/02","04:48","-0.193","-","0.224"
"2022/01/02","04:54","-0.193","-","0.174"
"2022/01/02","05:00","-0.193","-","0.164"
"2022/01/02","05:06","-0.19","-","0.194"
"2022/01/02","05:12","-0.187","-","0.205"
"2022/01/02","05:18","-0.182","-","0.2"
"2022/01/02","05:24","-0.176","-","0.179"
"2022/01/02","05:30","-0.17","-","0.222"
"2022/01/02","05:36","-0.162","-","0.234"
"2022/01/02","05:42","-0.153","-","0.26"
"2022/01/02","05:48","-0.143","-","0.234"
"2022/01/02","05:54","-0.133","-","0.238"
"2022/01/02","06:00","-0.121","-","0.281"
"2022/01/02","06:06","-0.109","-","0.274"
"2022/01/02","06:12","-0.096","-","0.278"
"2022/01/02","06:18","-0.083","-","0.266"
"2022/01/02","06:24","-0.068","-","0.323"
"2022/01/02","06:30","-0.053","-","0.365"
"2022/01/02","06:36","-0.037","-","0.378"
"2022/01/02","06:42","-0.021","-","0.342"
"2022/01/02","06:48","-0.004","-","0.321"
"2022/01/02","06:54","0.014","-","0.398"
"2022/01/02","07:00","0.033","-","0.372"
"2022/01/02","07:06","0.053","-","0.394"
"2022/01/02","07:12","0.073","-","0.433"
"2022/01/02","07:18","0.095","-","0.439"
"2022/01/02","07:24","0.117","-","0.482"
"2022/01/02","07:30","0.14","-","0.491"
"2022/01/02","07:36","0.164","-","0.531"
"2022/01/02","07:42","0.189","-","0.537"
"2022/01/02","07:48","0.215","-","0.53"
"2022/01/02","07:54","0.242","-","0.583"
"2022/01/02","08:00","0.269","-","0.64"
"2022/01/02","08:06","0.298","-","0.729"
"2022/01/02","08:12","0.328","-","0.757"
"2022/01/02","08:18","0.359","-","0.753"
"2022/01/02","08:24","0.39","-","0.805"
"2022/01/02","08:30","0.423","-","0.811"
"2022/01/02","08:36","0.456","-","0.832"
"2022/01/02","08:42","0.49","-","0.89"
"2022/01/02","08:48","0.525","-","0.932"
"2022/01/02","08:54","0.561","-","0.992"
"2022/01/02","09:00","0.597","-","1.015"
"2022/01/02","09:06","0.634","-","1.046"
"2022/01/02","09:12","0.671","-","1.109"
"2022/01/02","09:18","0.709","-","1.133"
"2022/01/02","09:24","0.746","-","1.161"
"2022/01/02","09:30","0.785","-","1.183"
"2022/01/02","09:36","0.823","-","1.258"
"2022/01/02","09:42","0.861","-","1.325"
"2022/01/02","09:48","0.899","-","1.333"
"2022/01/02","09:54","0.937","-","1.365"
"2022/01/02","10:00","0.974","-","1.391"
"2022/01/02","10:06","1.01","-","1.439"
"2022/01/02","10:12","1.046","-","1.484"
"2022/01/02","10:18","1.081","-","1.506"
"2022/01/02","10:24","1.115","-","1.557"
"2022/01/02","10:30","1.148","-","1.597"
"2022/01/02","10:36","1.18","-","1.613"
"2022/01/02","10:42","1.21","-","1.66"
"2022/01/02","10:48","1.238","-","1.707"
"2022/01/02","10:54","1.265","-","1.71"
"2022/01/02","11:00","1.29","-","1.735"
"2022/01/02","11:06","1.313","-","1.76"
"2022/01/02","11:12","1.335","-","1.807"
"2022/01/02","11:18","1.354","-","1.817"
"2022/01/02","11:24","1.37","-","1.822"
"2022/01/02","11:30","1.385","-","1.818"
"2022/01/02","11:36","1.397","-","1.833"
"2022/01/02","11:42","1.406","-","1.835"
"2022/01/02","11:48","1.413","-","1.838"
"2022/01/02","11:54","1.418","-","1.843"
"2022/01/02","12:00","1.42","-","1.85"
"2022/01/02","12:06","1.419","-","1.855"
"2022/01/02","12:12","1.416","-","1.848"
"2022/01/02","12:18","1.411","-","1.834"
"2022/01/02","12:24","1.402","-","1.814"
"2022/01/02","12:30","1.391","-","1.801"
"2022/01/02","12:36","1.378","-","1.792"
"2022/01/02","12:42","1.362","-","1.786"
"2022/01/02","12:48","1.344","-","1.742"
"2022/01/02","12:54","1.323","-","1.718"
"2022/01/02","13:00","1.3","-","1.699"
"2022/01/02","13:06","1.275","-","1.673"
"2022/01/02","13:12","1.248","-","1.635"
"2022/01/02","13:18","1.219","-","1.608"
"2022/01/02","13:24","1.188","-","1.585"
"2022/01/02","13:30","1.155","-","1.548"
"2022/01/02","13:36","1.12","-","1.508"
"2022/01/02","13:42","1.084","-","1.456"
"2022/01/02","13:48","1.046","-","1.408"
"2022/01/02","13:54","1.007","-","1.381"
"2022/01/02","14:00","0.967","-","1.335"
"2022/01/02","14:06","0.925","-","1.299"
"2022/01/02","14:12","0.883","-","1.263"
"2022/01/02","14:18","0.841","-","1.209"
"2022/01/02","14:24","0.797","-","1.166"
"2022/01/02","14:30","0.753","-","1.126"
"2022/01/02","14:36","0.709","-","1.073"
"2022/01/02","14:42","0.665","-","1.026"
"2022/01/02","14:48","0.621","-","1.004"
"2022/01/02","14:54","0.578","-","0.95"
"2022/01/02","15:00","0.534","-","0.897"
"2022/01/02","15:06","0.492","-","0.858"
"2022/01/02","15:12","0.45","-","0.809"
"2022/01/02","15:18","0.408","-","0.785"
"2022/01/02","15:24","0.368","-","0.754"
"2022/01/02","15:30","0.329","-","0.725"
"2022/01/02","15:36","0.291","-","0.681"
"2022/01/02","15:42","0.255","-","0.65"
"2022/01/02","15:48","0.22","-","0.627"
"2022/01/02","15:54","0.187","-","0.591"
"2022/01/02","16:00","0.155","-","0.533"
"2022/01/02","16:06","0.124","-","0.437"
"2022/01/02","16:12","0.096","-","0.482"
"2022/01/02","16:18","0.069","-","0.47"
"2022/01/02","16:24","0.044","-","0.433"
"2022/01/02","16:30","0.021","-","0.416"
"2022/01/02","16:36","-0.001","-","0.376"
"2022/01/02","16:42","-0.021","-","0.39"
"2022/01/02","16:48","-0.039","-","0.353"
"2022/01/02","16:54","-0.056","-","0.369"
"2022/01/02","17:00","-0.071","-","0.323"
"2022/01/02","17:06","-0.085","-","0.347"
"2022/01/02","17:12","-0.097","-","0.329"
"2022/01/02","17:18","-0.107","-","0.341"
"2022/01/02","17:24","-0.117","-","0.348"
"2022/01/02","17:30","-0.125","-","0.252"
"2022/01/02","17:36","-0.132","-","0.236"
"2022/01/02","17:42","-0.137","-","0.21"
"2022/01/02","17:48","-0.142","-","0.238"
"2022/01/02","17:54","-0.146","-","0.232"
"2022/01/02","18:00","-0.148","-","0.22"
"2022/01/02","18:06","-0.15","-","0.22"
"2022/01/02","18:12","-0.151","-","0.224"
"2022/01/02","18:18","-0.15","-","0.191"
"2022/01/02","18:24","-0.149","-","0.158"
"2022/01/02","18:30","-0.148","-","0.18"
"2022/01/02","18:36","-0.145","-","0.152"
"2022/01/02","18:42","-0.141","-","0.168"
"2022/01/02","18:48","-0.137","-","0.174"
"2022/01/02","18:54","-0.132","-","0.163"
"2022/01/02","19:00","-0.125","-","0.202"
"2022/01/02","19:06","-0.118","-","0.182"
"2022/01/02","19:12","-0.11","-","0.143"
"2022/01/02","19:18","-0.101","-","0.111"
"2022/01/02","19:24","-0.091","-","0.145"
"2022/01/02","19:30","-0.08","-","0.131"
"2022/01/02","19:36","-0.068","-","0.213"
"2022/01/02","19:42","-0.055","-","0.132"
"2022/01/02","19:48","-0.04","-","0.191"
"2022/01/02","19:54","-0.025","-","0.178"
"2022/01/02","20:00","-0.008","-","0.206"
"2022/01/02","20:06","0.01","-","0.242"
"2022/01/02","20:12","0.029","-","0.232"
"2022/01/02","20:18","0.05","-","0.269"
"2022/01/02","20:24","0.072","-","0.27"
"2022/01/02","20:30","0.095","-","0.341"
"2022/01/02","20:36","0.119","-","0.369"
"2022/01/02","20:42","0.145","-","0.38"
"2022/01/02","20:48","0.172","-","0.38"
"2022/01/02","20:54","0.2","-","0.411"
"2022/01/02","21:00","0.229","-","0.45"
"2022/01/02","21:06","0.259","-","0.505"
"2022/01/02","21:12","0.29","-","0.573"
"2022/01/02","21:18","0.323","-","0.577"
"2022/01/02","21:24","0.356","-","0.6"
"2022/01/02","21:30","0.39","-","0.703"
"2022/01/02","21:36","0.425","-","0.693"
"2022/01/02","21:42","0.46","-","0.73"
"2022/01/02","21:48","0.496","-","0.785"
"2022/01/02","21:54","0.532","-","0.839"
"2022/01/02","22:00","0.569","-","0.874"
"2022/01/02","22:06","0.606","-","0.929"
"2022/01/02","22:12","0.642","-","0.96"
"2022/01/02","22:18","0.679","-","1.004"
"2022/01/02","22:24","0.715","-","1.053"
"2022/01/02","22:30","0.751","-","1.08"
"2022/01/02","22:36","0.786","-","1.117"
"2022/01/02","22:42","0.821","-","1.178"
"2022/01/02","22:48","0.855","-","1.213"
"2022/01/02","22:54","0.887","-","1.237"
"2022/01/02","23:00","0.919","-","1.262"
"2022/01/02","23:06","0.949","-","1.278"
"2022/01/02","23:12","0.977","-","1.326"
"2022/01/02","23:18","1.004","-","1.358"
"2022/01/02","23:24","1.029","-","1.344"
"2022/01/02","23:30","1.052","-","1.387"
"2022/01/02","23:36","1.074","-","1.392"
"2022/01/02","23:42","1.093","-","1.392"
"2022/01/02","23:48","1.11","-","1.419"
"2022/01/02","23:54","1.124","-","1.43"
"2022/01/03","00:00","1.137","-","1.435"
"2022/01/03","00:06","1.147","-","1.443"
"2022/01/03","00:12","1.154","-","1.421"
"2022/01/03","00:18","1.159","-","1.409"
"2022/01/03","00:24","1.161","-","1.412"
"2022/01/03","00:30","1.161","-","1.421"
"2022/01/03","00:36","1.158","-","1.416"
"2022/01/03","00:42","1.152","-","1.406"
"2022/01/03","00:48","1.144","-","1.371"
"2022/01/03","00:54","1.133","-","1.335"
"2022/01/03","01:00","1.12","-","1.304"
"2022/01/03","01:06","1.104","-","1.279"
"2022/01/03","01:12","1.086","-","1.254"
"2022/01/03","01:18","1.065","-","1.236"
"2022/01/03","01:24","1.043","-","1.217"
"2022/01/03","01:30","1.018","-","1.152"
"2022/01/03","01:36","0.991","-","1.142"
"2022/01/03","01:42","0.962","-","1.09"
"2022/01/03","01:48","0.931","-","1.029"
"2022/01/03","01:54","0.898","-","0.991"
"2022/01/03","02:00","0.864","-","0.977"
"2022/01/03","02:06","0.828","-","0.948"
"2022/01/03","02:12","0.791","-","0.908"
"2022/01/03","02:18","0.753","-","0.831"
"2022/01/03","02:24","0.713","-","0.78"
"2022/01/03","02:30","0.673","-","0.726"
"2022/01/03","02:36","0.632","-","0.702"
"2022/01/03","02:42","0.591","-","0.656"
"2022/01/03","02:48","0.549","-","0.638"
"2022/01/03","02:54","0.507","-","0.599"
"2022/01/03","03:00","0.465","-","0.526"
"2022/01/03","03:06","0.423","-","0.508"
"2022/01/03","03:12","0.381","-","0.455"
"2022/01/03","03:18","0.34","-","0.403"
"2022/01/03","03:24","0.3","-","0.364"
"2022/01/03","03:30","0.26","-","0.308"
"2022/01/03","03:36","0.222","-","0.319"
"2022/01/03","03:42","0.184","-","0.302"
"2022/01/03","03:48","0.148","-","0.268"
"2022/01/03","03:54","0.113","-","0.219"
"2022/01/03","04:00","0.08","-","0.172"
"2022/01/03","04:06","0.048","-","0.156"
"2022/01/03","04:12","0.018","-","0.118"
"2022/01/03","04:18","-0.01","-","0.121"
"2022/01/03","04:24","-0.036","-","0.1"
"2022/01/03","04:30","-0.06","-","0.075"
"2022/01/03","04:36","-0.082","-","0.057"
"2022/01/03","04:42","-0.103","-","0.041"
"2022/01/03","04:48","-0.121","-","0.044"
"2022/01/03","04:54","-0.138","-","-0.008"
"2022/01/03","05:00","-0.152","-","0.014"
"2022/01/03","05:06","-0.165","-","0"
"2022/01/03","05:12","-0.176","-","0.03"
"2022/01/03","05:18","-0.185","-","0.025"
"2022/01/03","05:24","-0.192","-","0.033"
"2022/01/03","05:30","-0.197","-","0.01"
"2022/01/03","05:36","-0.201","-","-0.015"
"2022/01/03","05:42","-0.204","-","0.014"
"2022/01/03","05:48","-0.205","-","0.022"
"2022/01/03","05:54","-0.204","-","0.056"
"2022/01/03","06:00","-0.203","-","0.055"
"2022/01/03","06:06","-0.2","-","0.058"
"2022/01/03","06:12","-0.196","-","0.064"
"2022/01/03","06:18","-0.19","-","0.099"
"2022/01/03","06:24","-0.184","-","0.101"
"2022/01/03","06:30","-0.177","-","0.071"
"2022/01/03","06:36","-0.169","-","0.055"
"2022/01/03","06:42","-0.16","-","0.085"
"2022/01/03","06:48","-0.151","-","0.092"
"2022/01/03","06:54","-0.14","-","0.072"
"2022/01/03","07:00","-0.129","-","0.101"
"2022/01/03","07:06","-0.117","-","0.096"
"2022/01/03","07:12","-0.104","-","0.121"
"2022/01/03","07:18","-0.091","-","0.12"
"2022/01/03","07:24","-0.076","-","0.131"
"2022/01/03","07:30","-0.061","-","0.161"
"2022/01/03","07:36","-0.045","-","0.218"
"2022/01/03","07:42","-0.029","-","0.2"
"2022/01/03","07:48","-0.011","-","0.19"
"2022/01/03","07:54","0.008","-","0.228"
"2022/01/03","08:00","0.027","-","0.248"
"2022/01/03","08:06","0.047","-","0.278"
"2022/01/03","08:12","0.069","-","0.276"
"2022/01/03","08:18","0.091","-","0.296"
"2022/01/03","08:24","0.114","-","0.345"
"2022/01/03","08:30","0.139","-","0.358"
"2022/01/03","08:36","0.164","-","0.367"
"2022/01/03","08:42","0.19","-","0.38"
"2022/01/03","08:48","0.218","-","0.396"
"2022/01/03","08:54","0.247","-","0.437"
"2022/01/03","09:00","0.276","-","0.465"
"2022/01/03","09:06","0.307","-","0.489"
"2022/01/03","09:12","0.339","-","0.515"
"2022/01/03","09:18","0.371","-","0.538"
"2022/01/03","09:24","0.405","-","0.547"
"2022/01/03","09:30","0.44","-","0.596"
"2022/01/03","09:36","0.475","-","0.64"
"2022/01/03","09:42","0.511","-","0.656"
"2022/01/03","09:48","0.548","-","0.692"
"2022/01/03","09:54","0.586","-","0.718"
"2022/01/03","10:00","0.624","-","0.774"
"2022/01/03","10:06","0.663","-","0.81"
"2022/01/03","10:12","0.702","-","0.843"
"2022/01/03","10:18","0.741","-","0.926"
"2022/01/03","10:24","0.781","-","0.964"
"2022/01/03","10:30","0.82","-","0.995"
"2022/01/03","10:36","0.86","-","1.044"
"2022/01/03","10:42","0.899","-","1.065"
"2022/01/03","10:48","0.938","-","1.108"
"2022/01/03","10:54","0.976","-","1.139"
"2022/01/03","11:00","1.014","-","1.171"
"2022/01/03","11:06","1.051","-","1.211"
"2022/01/03","11:12","1.086","-","1.261"
"2022/01/03","11:18","1.121","-","1.298"
"2022/01/03","11:24","1.155","-","1.316"
"2022/01/03","11:30","1.187","-","1.358"
"2022/01/03","11:36","1.218","-","1.395"
"2022/01/03","11:42","1.247","-","1.443"
